codpot,agebsq,date
A015,1170.8333,2025-07-23
A014,885.5,2025-07-23
A013,882.875,2025-07-23
A012,,2025-07-23
A011,82.9167,2025-07-23
A010,426.875,2025-07-23
A009,831.5417,2025-07-23
A008,1577.5417,2025-07-23
A007,1375.5,2025-07-23
A006,451.625,2025-07-23
A005,552.8333,2025-07-23
A004,431.5417,2025-07-23
A003,479.5417,2025-07-23
A002,636.8333,2025-07-23
A001,384.9167,2025-07-23
B001,662.875,2025-07-24
B002,1502.875,2025-07-24
B003,320.7917,2025-07-24
B004,851.5833,2025-07-24
B005,869.5833,2025-07-24
B006,532.8333,2025-07-24
B007,1689.5417,2025-07-24
B008,879.5833,2025-07-24
B009,886.875,2025-07-24
B010,890.7917,2025-07-24
B011,118.7917,2025-07-24
B012,412.875,2025-07-24
B013,654.8333,2025-07-24
B014,518.75,2025-07-24
B015,1537.5833,2025-07-24
B016,94.875,2025-07-24
B017,1543.5,2025-07-24
B018,312.9167,2025-07-24
B019,1486.9167,2025-07-24
B020,487.5,2025-07-24
B021,241.5,2025-07-24
B022,559.4583,2025-07-24
B023,48.9583,2025-07-24
B024,834.875,2025-07-24
B025,1060.8333,2025-07-24
B026,362.875,2025-07-24
B027,633.4583,2025-07-24
B028,598.7917,2025-07-24
B029,1177.5417,2025-07-24
B030,1866.9167,2025-07-24
B031,1680.7917,2025-07-24
B032,503.5,2025-07-24
B033,168.7917,2025-07-24
B034,324.875,2025-07-24
B035,712.8333,2025-07-24
B036,730.8333,2025-07-24
B037,607.5,2025-07-24
B038,34.875,2025-07-24
B039,1369.5417,2025-07-24
B040,62.9167,2025-07-24
B041,348.875,2025-07-24
B042,470.9167,2025-07-24
B043,541.5,2025-07-24
B044,69.5417,2025-07-24
B045,1176.8333,2025-07-24
B046,1850.875,2025-07-24
B047,1635.4583,2025-07-24
B048,234.7917,2025-07-24
B049,423.5417,2025-07-24
B050,1655.5,2025-07-24
B051,766.8333,2025-07-24
B052,1139.0,2025-07-24
B053,103.5417,2025-07-24
B054,280.9167,2025-07-24
B055,1144.8333,2025-07-24
B056,24.9167,2025-07-24
B057,894.8333,2025-07-24
B058,627.5,2025-07-24
B059,780.9167,2025-07-24
B060,1705.5,2025-07-24
B061,203.4583,2025-07-24
B062,1599.4583,2025-07-24
B063,720.8333,2025-07-24
B064,548.75,2025-07-24
B065,648.875,2025-07-24
B066,616.8333,2025-07-24
B067,812.5417,2025-07-24
B068,783.8333,2025-07-24
B069,13.875,2025-07-24
B070,932.7917,2025-07-24
B071,262.4583,2025-07-24
B072,985.2083,2025-07-24
B073,775.7917,2025-07-24
B074,801.8333,2025-07-24
B075,847.875,2025-07-24
B076,848.5,2025-07-24
B077,855.7917,2025-07-24
B078,1296.2083,2025-07-24
B079,1446.125,2025-07-24
B080,1641.4167,2025-07-24
B081,1395.125,2025-07-24
B082,391.8333,2025-07-24
B083,355.875,2025-07-24
B084,824.625,2025-07-24
B085,1350.5,2025-07-24
B086,865.875,2025-07-24
B087,871.8333,2025-07-24
B088,874.5,2025-07-24
B089,256.5417,2025-07-24
B090,901.8333,2025-07-24
B091,904.5,2025-07-24
B092,1473.875,2025-07-24
B093,1746.5,2025-07-24
B094,613.7917,2025-07-24
B095,1149.9167,2025-07-24
B096,882.5,2025-07-24
B097,1445.875,2025-07-24
B098,271.8333,2025-07-24
B099,1333.875,2025-07-24
B100,1176.5417,2025-07-24
B101,285.8333,2025-07-24
B102,1170.5,2025-07-24
B103,894.5,2025-07-24
B104,910.5417,2025-07-24
B105,1381.875,2025-07-24
B106,132.4583,2025-07-24
B107,1606.5,2025-07-24
B108,494.4583,2025-07-24
B109,897.8333,2025-07-24
B110,1787.1667,2025-07-24
B111,152.5,2025-07-24
B112,669.875,2025-07-24
B113,524.4583,2025-07-24
B114,787.9167,2025-07-24
B115,17.8333,2025-07-24
B116,1507.8333,2025-07-24
B117,144.5,2025-07-24
B118,602.4583,2025-07-24
B119,1164.5417,2025-07-24
B120,911.8333,2025-07-24
B121,890.4583,2025-07-24
B122,165.8333,2025-07-24
B123,1320.5,2025-07-24
B124,683.8333,2025-07-24
B125,919.875,2025-07-24
B126,590.5,2025-07-24
B127,509.7917,2025-07-24
B128,932.5,2025-07-24
B129,931.8333,2025-07-24
B130,925.7917,2025-07-24
B131,924.4583,2025-07-24
B132,98.5,2025-07-24
A132,931.4583,2025-07-24
A131,1114.8333,2025-07-24
A130,1666.875,2025-07-24
A129,306.875,2025-07-24
A128,563.5,2025-07-24
A127,1499.7917,2025-07-24
A126,838.9167,2025-07-24
A125,748.875,2025-07-24
A124,1554.7083,2025-07-24
A123,1129.0,2025-07-24
A122,574.8333,2025-07-24
A121,924.875,2025-07-24
A120,1154.8333,2025-07-24
A119,1170.875,2025-07-24
A118,1070.875,2025-07-24
A117,223.4583,2025-07-24
A116,181.5,2025-07-24
A115,676.875,2025-07-24
A114,294.8333,2025-07-24
A113,1854.875,2025-07-24
A112,1549.5,2025-07-24
A111,1790.875,2025-07-24
A110,1163.5417,2025-07-24
A109,1311.7917,2025-07-24
A108,876.8333,2025-07-24
A107,760.8333,2025-07-24
A106,925.4167,2025-07-24
A105,1261.2083,2025-07-24
A104,1071.5417,2025-07-24
A103,1612.0417,2025-07-24
A102,804.875,2025-07-24
A101,754.8333,2025-07-24
A100,918.8333,2025-07-24
A099,192.7917,2025-07-24
A098,855.5,2025-07-24
A097,334.875,2025-07-24
A096,919.4583,2025-07-24
A095,658.875,2025-07-24
A094,911.4583,2025-07-24
A093,173.5,2025-07-24
A092,1169.5417,2025-07-24
A091,251.4583,2025-07-24
A090,932.7917,2025-07-24
A089,139.5,2025-07-24
A088,409.5833,2025-07-24
A087,904.8333,2025-07-24
A086,1404.875,2025-07-24
A085,301.5833,2025-07-24
A084,1758.875,2025-07-24
A083,1585.5,2025-07-24
A082,1134.8333,2025-07-24
A081,1355.5,2025-07-24
A080,159.5,2025-07-24
A079,1130.75,2025-07-24
A078,1557.5,2025-07-24
A077,115.5417,2025-07-24
A076,1733.5,2025-07-24
A075,483.4583,2025-07-24
A074,857.875,2025-07-24
A073,581.4583,2025-07-24
A072,56.9167,2025-07-24
A071,1418.9167,2025-07-24
A070,1522.875,2025-07-24
A069,1122.875,2025-07-24
A068,291.5833,2025-07-24
A067,1104.7917,2025-07-24
A066,699.875,2025-07-24
A065,196.5,2025-07-24
A064,788.5417,2025-07-24
A063,739.875,2025-07-24
A062,691.9583,2025-07-24
A061,397.875,2025-07-24
A060,537.8333,2025-07-24
A059,642.5417,2025-07-24
A058,178.4583,2025-07-24
A057,811.8333,2025-07-24
A056,276.5833,2025-07-24
A055,441.9167,2025-07-24
A054,771.7917,2025-07-24
A053,377.875,2025-07-24
A052,859.7917,2025-07-24
A051,1649.7917,2025-07-24
A050,1614.5,2025-07-24
A049,265.8333,2025-07-24
A048,1619.8333,2025-07-24
A047,1777.875,2025-07-24
A046,796.5833,2025-07-24
A045,844.5833,2025-07-24
A044,1697.7917,2025-07-24
A043,1163.8333,2025-07-24
A042,458.4583,2025-07-24
A041,1970.4583,2025-07-24
A040,76.5417,2025-07-24
A039,837.8333,2025-07-24
A038,515.8333,2025-07-24
A037,474.5417,2025-07-24
A036,417.875,2025-07-24
A035,1411.9167,2025-07-24
A034,466.5417,2025-07-24
A033,447.875,2025-07-24
A032,544.5,2025-07-24
A031,315.8333,2025-07-24
A030,88.5417,2025-07-24
A029,1459.8333,2025-07-24
A028,403.875,2025-07-24
A027,529.8333,2025-07-24
A026,41.875,2025-07-24
A025,1869.8333,2025-07-24
A024,369.9167,2025-07-24
A023,188.5,2025-07-24
A022,126.5,2025-07-24
A021,498.4167,2025-07-24
A020,213.7917,2025-07-24
A019,228.5,2025-07-24
A018,1684.5,2025-07-24
A017,245.8333,2025-07-24
A016,28.5833,2025-07-24
A015,1171.8333,2025-07-24
A014,886.5,2025-07-24
A013,883.875,2025-07-24
A012,,2025-07-24
A011,83.9167,2025-07-24
A010,427.875,2025-07-24
A009,832.5417,2025-07-24
A008,1578.5417,2025-07-24
A007,1376.5,2025-07-24
A006,452.625,2025-07-24
A005,553.8333,2025-07-24
A004,432.5417,2025-07-24
A003,480.5417,2025-07-24
A002,637.8333,2025-07-24
A001,385.9167,2025-07-24
B001,663.875,2025-07-25
B002,1503.875,2025-07-25
B003,321.7917,2025-07-25
B004,852.5833,2025-07-25
B005,870.5833,2025-07-25
B006,533.8333,2025-07-25
B007,1690.5417,2025-07-25
B008,880.5833,2025-07-25
B009,887.875,2025-07-25
B010,891.7917,2025-07-25
B011,119.7917,2025-07-25
B012,413.875,2025-07-25
B013,655.8333,2025-07-25
B014,519.75,2025-07-25
B015,1538.5833,2025-07-25
B016,95.875,2025-07-25
B017,1544.5,2025-07-25
B018,313.9167,2025-07-25
B019,1487.9167,2025-07-25
B020,488.5,2025-07-25
B021,242.5,2025-07-25
B022,560.4583,2025-07-25
B023,49.9583,2025-07-25
B024,835.875,2025-07-25
B025,1061.8333,2025-07-25
B026,363.875,2025-07-25
B027,634.4583,2025-07-25
B028,599.7917,2025-07-25
B029,1178.5417,2025-07-25
B030,1867.9167,2025-07-25
B031,1681.7917,2025-07-25
B032,504.5,2025-07-25
B033,169.7917,2025-07-25
B034,325.875,2025-07-25
B035,713.8333,2025-07-25
B036,731.8333,2025-07-25
B037,608.5,2025-07-25
B038,35.875,2025-07-25
B039,1370.5417,2025-07-25
B040,63.9167,2025-07-25
B041,349.875,2025-07-25
B042,471.9167,2025-07-25
B043,542.5,2025-07-25
B044,70.5417,2025-07-25
B045,1177.8333,2025-07-25
B046,1851.875,2025-07-25
B047,1636.4583,2025-07-25
B048,235.7917,2025-07-25
B049,424.5417,2025-07-25
B050,1656.5,2025-07-25
B051,767.8333,2025-07-25
B052,1140.0,2025-07-25
B053,104.5417,2025-07-25
B054,281.9167,2025-07-25
B055,1145.8333,2025-07-25
B056,25.9167,2025-07-25
B057,895.8333,2025-07-25
B058,628.5,2025-07-25
B059,781.9167,2025-07-25
B060,1706.5,2025-07-25
B061,204.4167,2025-07-25
B062,1600.4583,2025-07-25
B063,721.8333,2025-07-25
B064,549.75,2025-07-25
B065,649.875,2025-07-25
B066,617.8333,2025-07-25
B067,813.5417,2025-07-25
B068,784.8333,2025-07-25
B069,14.875,2025-07-25
B070,933.7917,2025-07-25
B071,263.4167,2025-07-25
B072,986.2083,2025-07-25
B073,776.7917,2025-07-25
B074,802.8333,2025-07-25
B075,848.875,2025-07-25
B076,849.5,2025-07-25
B077,856.7917,2025-07-25
B078,1297.2083,2025-07-25
B079,1447.125,2025-07-25
B080,1642.4167,2025-07-25
B081,1396.125,2025-07-25
B082,392.8333,2025-07-25
B083,356.875,2025-07-25
B084,825.625,2025-07-25
B085,1351.5,2025-07-25
B086,866.875,2025-07-25
B087,872.8333,2025-07-25
B088,875.5,2025-07-25
B089,257.5417,2025-07-25
B090,902.8333,2025-07-25
B091,905.5,2025-07-25
B092,1474.875,2025-07-25
B093,1747.5,2025-07-25
B094,614.7917,2025-07-25
B095,1150.9167,2025-07-25
B096,883.5,2025-07-25
B097,1446.875,2025-07-25
B098,272.8333,2025-07-25
B099,1334.875,2025-07-25
B100,1177.5417,2025-07-25
B101,286.8333,2025-07-25
B102,1171.5,2025-07-25
B103,895.5,2025-07-25
B104,911.5417,2025-07-25
B105,1382.875,2025-07-25
B106,133.4583,2025-07-25
B107,1607.5,2025-07-25
B108,495.4583,2025-07-25
B109,898.8333,2025-07-25
B110,1788.1667,2025-07-25
B111,153.5,2025-07-25
B112,670.875,2025-07-25
B113,525.4583,2025-07-25
B114,788.9167,2025-07-25
B115,18.8333,2025-07-25
B116,1508.8333,2025-07-25
B117,145.5,2025-07-25
B118,603.4583,2025-07-25
B119,1165.5417,2025-07-25
B120,912.8333,2025-07-25
B121,891.4583,2025-07-25
B122,166.8333,2025-07-25
B123,1321.5,2025-07-25
B124,684.8333,2025-07-25
B125,920.875,2025-07-25
B126,591.5,2025-07-25
B127,510.7917,2025-07-25
B128,933.5,2025-07-25
B129,932.8333,2025-07-25
B130,926.7917,2025-07-25
B131,925.4583,2025-07-25
B132,99.5,2025-07-25
A132,932.4583,2025-07-25
A131,1115.8333,2025-07-25
A130,1667.875,2025-07-25
A129,307.875,2025-07-25
A128,564.5,2025-07-25
A127,1500.7917,2025-07-25
A126,839.9167,2025-07-25
A125,749.875,2025-07-25
A124,1555.7083,2025-07-25
A123,1130.0,2025-07-25
A122,575.8333,2025-07-25
A121,925.875,2025-07-25
A120,1155.8333,2025-07-25
A119,1171.875,2025-07-25
A118,1071.875,2025-07-25
A117,224.4583,2025-07-25
A116,182.5,2025-07-25
A115,677.875,2025-07-25
A114,295.8333,2025-07-25
A113,1855.875,2025-07-25
A112,1550.5,2025-07-25
A111,1791.875,2025-07-25
A110,1164.5417,2025-07-25
A109,1312.7917,2025-07-25
A108,877.8333,2025-07-25
A107,761.8333,2025-07-25
A106,926.4167,2025-07-25
A105,1262.2083,2025-07-25
A104,1072.5417,2025-07-25
A103,1613.0417,2025-07-25
A102,805.875,2025-07-25
A101,755.8333,2025-07-25
A100,919.8333,2025-07-25
A099,193.7917,2025-07-25
A098,856.5,2025-07-25
A097,335.875,2025-07-25
A096,920.4583,2025-07-25
A095,659.875,2025-07-25
A094,912.4583,2025-07-25
A093,174.5,2025-07-25
A092,1170.5417,2025-07-25
A091,252.4583,2025-07-25
A090,933.7917,2025-07-25
A089,140.5,2025-07-25
A088,410.5833,2025-07-25
A087,905.8333,2025-07-25
A086,1405.875,2025-07-25
A085,302.5833,2025-07-25
A084,1759.875,2025-07-25
A083,1586.5,2025-07-25
A082,1135.8333,2025-07-25
A081,1356.5,2025-07-25
A080,160.5,2025-07-25
A079,1131.75,2025-07-25
A078,1558.5,2025-07-25
A077,116.5417,2025-07-25
A076,1734.5,2025-07-25
A075,484.4583,2025-07-25
A074,858.875,2025-07-25
A073,582.4583,2025-07-25
A072,57.9167,2025-07-25
A071,1419.9167,2025-07-25
A070,1523.875,2025-07-25
A069,1123.875,2025-07-25
A068,292.5833,2025-07-25
A067,1105.7917,2025-07-25
A066,700.875,2025-07-25
A065,197.5,2025-07-25
A064,789.5417,2025-07-25
A063,740.875,2025-07-25
A062,692.9583,2025-07-25
A061,398.875,2025-07-25
A060,538.8333,2025-07-25
A059,643.5417,2025-07-25
A058,179.4583,2025-07-25
A057,812.8333,2025-07-25
A056,277.5833,2025-07-25
A055,442.9167,2025-07-25
A054,772.7917,2025-07-25
A053,378.875,2025-07-25
A052,860.7917,2025-07-25
A051,1650.7917,2025-07-25
A050,1615.5,2025-07-25
A049,266.8333,2025-07-25
A048,1620.8333,2025-07-25
A047,1778.875,2025-07-25
A046,797.5833,2025-07-25
A045,845.5833,2025-07-25
A044,1698.7917,2025-07-25
A043,1164.8333,2025-07-25
A042,459.4583,2025-07-25
A041,1971.4583,2025-07-25
A040,77.5417,2025-07-25
A039,838.8333,2025-07-25
A038,516.8333,2025-07-25
A037,475.5417,2025-07-25
A036,418.875,2025-07-25
A035,1412.9167,2025-07-25
A034,467.5417,2025-07-25
A033,448.875,2025-07-25
A032,545.5,2025-07-25
A031,316.8333,2025-07-25
A030,89.5417,2025-07-25
A029,1460.8333,2025-07-25
A028,404.875,2025-07-25
A027,530.8333,2025-07-25
A026,42.875,2025-07-25
A025,1870.8333,2025-07-25
A024,370.9167,2025-07-25
A023,189.5,2025-07-25
A022,127.5,2025-07-25
A021,499.4167,2025-07-25
A020,214.7917,2025-07-25
A019,229.5,2025-07-25
A018,1685.5,2025-07-25
A017,246.8333,2025-07-25
A016,29.5833,2025-07-25
A015,1172.8333,2025-07-25
A014,887.5,2025-07-25
A013,884.875,2025-07-25
A012,0.75,2025-07-25
A011,84.9167,2025-07-25
A010,428.875,2025-07-25
A009,833.5417,2025-07-25
A008,1579.5417,2025-07-25
A007,1377.5,2025-07-25
A006,453.625,2025-07-25
A005,554.8333,2025-07-25
A004,433.5417,2025-07-25
A003,481.5417,2025-07-25
A002,638.8333,2025-07-25
A001,386.9167,2025-07-25
B001,664.875,2025-07-26
B002,1504.875,2025-07-26
B003,322.7917,2025-07-26
B004,853.5833,2025-07-26
B005,871.5833,2025-07-26
B006,534.8333,2025-07-26
B007,1691.5417,2025-07-26
B008,881.5833,2025-07-26
B009,888.875,2025-07-26
B010,892.7917,2025-07-26
B011,120.7917,2025-07-26
B012,414.875,2025-07-26
B013,656.8333,2025-07-26
B014,520.75,2025-07-26
B015,1539.5833,2025-07-26
B016,96.875,2025-07-26
B017,1545.5,2025-07-26
B018,314.9167,2025-07-26
B019,1488.9167,2025-07-26
B020,489.5,2025-07-26
B021,243.5,2025-07-26
B022,561.4583,2025-07-26
B023,50.9583,2025-07-26
B024,836.875,2025-07-26
B025,1062.8333,2025-07-26
B026,364.875,2025-07-26
B027,635.4583,2025-07-26
B028,600.7917,2025-07-26
B029,1179.5417,2025-07-26
B030,1868.9167,2025-07-26
B031,1682.7917,2025-07-26
B032,505.5,2025-07-26
B033,170.7917,2025-07-26
B034,326.875,2025-07-26
B035,714.8333,2025-07-26
B036,732.8333,2025-07-26
B037,609.5,2025-07-26
B038,36.875,2025-07-26
B039,1371.5417,2025-07-26
B040,64.9167,2025-07-26
B041,350.875,2025-07-26
B042,472.9167,2025-07-26
B043,543.5,2025-07-26
B044,71.5417,2025-07-26
B045,1178.8333,2025-07-26
B046,1852.875,2025-07-26
B047,1637.4583,2025-07-26
B048,236.7917,2025-07-26
B049,425.5417,2025-07-26
B050,1657.5,2025-07-26
B051,768.8333,2025-07-26
B052,1141.0,2025-07-26
B053,105.5417,2025-07-26
B054,282.9167,2025-07-26
B055,1146.8333,2025-07-26
B056,26.9167,2025-07-26
B057,896.8333,2025-07-26
B058,629.5,2025-07-26
B059,782.9167,2025-07-26
B060,1707.5,2025-07-26
B061,205.4167,2025-07-26
B062,1601.4583,2025-07-26
B063,722.8333,2025-07-26
B064,550.75,2025-07-26
B065,650.875,2025-07-26
B066,618.8333,2025-07-26
B067,814.5417,2025-07-26
B068,785.8333,2025-07-26
B069,15.875,2025-07-26
B070,934.7917,2025-07-26
B071,264.4167,2025-07-26
B072,987.2083,2025-07-26
B073,777.7917,2025-07-26
B074,803.8333,2025-07-26
B075,849.875,2025-07-26
B076,850.5,2025-07-26
B077,857.7917,2025-07-26
B078,1298.2083,2025-07-26
B079,1448.125,2025-07-26
B080,1643.4167,2025-07-26
B081,1397.125,2025-07-26
B082,393.7917,2025-07-26
B083,357.875,2025-07-26
B084,826.625,2025-07-26
B085,1352.5,2025-07-26
B086,867.875,2025-07-26
B087,873.8333,2025-07-26
B088,876.5,2025-07-26
B089,258.5417,2025-07-26
B090,903.8333,2025-07-26
B091,906.5,2025-07-26
B092,1475.875,2025-07-26
B093,1748.5,2025-07-26
B094,615.7917,2025-07-26
B095,1151.9167,2025-07-26
B096,884.5,2025-07-26
B097,1447.875,2025-07-26
B098,273.7917,2025-07-26
B099,1335.875,2025-07-26
B100,1178.5417,2025-07-26
B101,287.7917,2025-07-26
B102,1172.5,2025-07-26
B103,896.5,2025-07-26
B104,912.5417,2025-07-26
B105,1383.875,2025-07-26
B106,134.4167,2025-07-26
B107,1608.5,2025-07-26
B108,496.4583,2025-07-26
B109,899.8333,2025-07-26
B110,1789.1667,2025-07-26
B111,154.5,2025-07-26
B112,671.875,2025-07-26
B113,526.4583,2025-07-26
B114,789.9167,2025-07-26
B115,19.8333,2025-07-26
B116,1509.8333,2025-07-26
B117,146.5,2025-07-26
B118,604.4583,2025-07-26
B119,1166.5417,2025-07-26
B120,913.8333,2025-07-26
B121,892.4583,2025-07-26
B122,167.8333,2025-07-26
B123,1322.5,2025-07-26
B124,685.8333,2025-07-26
B125,921.875,2025-07-26
B126,592.5,2025-07-26
B127,511.7917,2025-07-26
B128,934.5,2025-07-26
B129,933.8333,2025-07-26
B130,927.7917,2025-07-26
B131,926.4583,2025-07-26
B132,100.5,2025-07-26
A132,933.4583,2025-07-26
A131,1116.8333,2025-07-26
A130,1668.875,2025-07-26
A129,308.875,2025-07-26
A128,565.5,2025-07-26
A127,1501.7917,2025-07-26
A126,840.9167,2025-07-26
A125,750.875,2025-07-26
A124,1556.7083,2025-07-26
A123,1131.0,2025-07-26
A122,576.8333,2025-07-26
A121,926.875,2025-07-26
A120,1156.8333,2025-07-26
A119,1172.875,2025-07-26
A118,1072.875,2025-07-26
A117,225.4583,2025-07-26
A116,183.5,2025-07-26
A115,678.875,2025-07-26
A114,296.8333,2025-07-26
A113,1856.875,2025-07-26
A112,1551.5,2025-07-26
A111,1792.875,2025-07-26
A110,1165.5417,2025-07-26
A109,1313.7917,2025-07-26
A108,878.8333,2025-07-26
A107,762.8333,2025-07-26
A106,927.4167,2025-07-26
A105,1263.2083,2025-07-26
A104,1073.5417,2025-07-26
A103,1614.0417,2025-07-26
A102,806.875,2025-07-26
A101,756.8333,2025-07-26
A100,920.8333,2025-07-26
A099,194.7917,2025-07-26
A098,857.5,2025-07-26
A097,336.875,2025-07-26
A096,921.4583,2025-07-26
A095,660.875,2025-07-26
A094,913.4583,2025-07-26
A093,175.5,2025-07-26
A092,1171.5417,2025-07-26
A091,253.4583,2025-07-26
A090,934.7917,2025-07-26
A089,141.5,2025-07-26
A088,411.5833,2025-07-26
A087,906.8333,2025-07-26
A086,1406.875,2025-07-26
A085,303.5833,2025-07-26
A084,1760.875,2025-07-26
A083,1587.5,2025-07-26
A082,1136.8333,2025-07-26
A081,1357.5,2025-07-26
A080,161.5,2025-07-26
A079,1132.75,2025-07-26
A078,1559.5,2025-07-26
A077,117.5417,2025-07-26
A076,1735.5,2025-07-26
A075,485.4583,2025-07-26
A074,859.875,2025-07-26
A073,583.4583,2025-07-26
A072,58.9167,2025-07-26
A071,1420.9167,2025-07-26
A070,1524.875,2025-07-26
A069,1124.875,2025-07-26
A068,293.5833,2025-07-26
A067,1106.7917,2025-07-26
A066,701.875,2025-07-26
A065,198.5,2025-07-26
A064,790.5417,2025-07-26
A063,741.875,2025-07-26
A062,693.9583,2025-07-26
A061,399.875,2025-07-26
A060,539.8333,2025-07-26
A059,644.5417,2025-07-26
A058,180.4583,2025-07-26
A057,813.8333,2025-07-26
A056,278.5833,2025-07-26
A055,443.9167,2025-07-26
A054,773.7917,2025-07-26
A053,379.875,2025-07-26
A052,861.7917,2025-07-26
A051,1651.7917,2025-07-26
A050,1616.5,2025-07-26
A049,267.8333,2025-07-26
A048,1621.8333,2025-07-26
A047,1779.875,2025-07-26
A046,798.5833,2025-07-26
A045,846.5833,2025-07-26
A044,1699.7917,2025-07-26
A043,1165.8333,2025-07-26
A042,460.4583,2025-07-26
A041,1972.4583,2025-07-26
A040,78.5417,2025-07-26
A039,839.8333,2025-07-26
A038,517.8333,2025-07-26
A037,476.5417,2025-07-26
A036,419.875,2025-07-26
A035,1413.9167,2025-07-26
A034,468.5417,2025-07-26
A033,449.875,2025-07-26
A032,546.5,2025-07-26
A031,317.8333,2025-07-26
A030,90.5417,2025-07-26
A029,1461.8333,2025-07-26
A028,405.875,2025-07-26
A027,531.8333,2025-07-26
A026,43.875,2025-07-26
A025,1871.8333,2025-07-26
A024,371.9167,2025-07-26
A023,190.5,2025-07-26
A022,128.5,2025-07-26
A021,500.4167,2025-07-26
A020,215.7917,2025-07-26
A019,230.5,2025-07-26
A018,1686.5,2025-07-26
A017,247.8333,2025-07-26
A016,30.5833,2025-07-26
A015,1173.8333,2025-07-26
A014,888.5,2025-07-26
A013,885.875,2025-07-26
A012,1.75,2025-07-26
A011,85.9167,2025-07-26
A010,429.875,2025-07-26
A009,834.5417,2025-07-26
A008,1580.5417,2025-07-26
A007,1378.5,2025-07-26
A006,454.625,2025-07-26
A005,555.8333,2025-07-26
A004,434.5417,2025-07-26
A003,482.5417,2025-07-26
A002,639.8333,2025-07-26
A001,387.9167,2025-07-26
B001,665.875,2025-07-27
B002,1505.875,2025-07-27
B003,323.8333,2025-07-27
B004,854.5833,2025-07-27
B005,872.5833,2025-07-27
B006,535.8333,2025-07-27
B007,1692.5417,2025-07-27
B008,882.5833,2025-07-27
B009,889.875,2025-07-27
B010,893.7917,2025-07-27
B011,121.7917,2025-07-27
B012,415.875,2025-07-27
B013,657.8333,2025-07-27
B014,521.75,2025-07-27
B015,1540.5833,2025-07-27
B016,97.875,2025-07-27
B017,1546.5,2025-07-27
B018,315.9167,2025-07-27
B019,1489.9167,2025-07-27
B020,490.5,2025-07-27
B021,244.5,2025-07-27
B022,562.4583,2025-07-27
B023,51.9583,2025-07-27
B024,837.875,2025-07-27
B025,1063.8333,2025-07-27
B026,365.875,2025-07-27
B027,636.4583,2025-07-27
B028,601.7917,2025-07-27
B029,1180.5417,2025-07-27
B030,1869.9167,2025-07-27
B031,1683.7917,2025-07-27
B032,506.5,2025-07-27
B033,171.7917,2025-07-27
B034,327.875,2025-07-27
B035,715.8333,2025-07-27
B036,733.8333,2025-07-27
B037,610.5,2025-07-27
B038,37.875,2025-07-27
B039,1372.5417,2025-07-27
B040,65.9167,2025-07-27
B041,351.875,2025-07-27
B042,473.9167,2025-07-27
B043,544.5,2025-07-27
B044,72.5417,2025-07-27
B045,1179.8333,2025-07-27
B046,1853.875,2025-07-27
B047,1638.4583,2025-07-27
B048,237.8333,2025-07-27
B049,426.5417,2025-07-27
B050,1658.5,2025-07-27
B051,769.8333,2025-07-27
B052,1142.0,2025-07-27
B053,106.5417,2025-07-27
B054,283.9167,2025-07-27
B055,1147.8333,2025-07-27
B056,27.9167,2025-07-27
B057,897.8333,2025-07-27
B058,630.5,2025-07-27
B059,783.9167,2025-07-27
B060,1708.5,2025-07-27
B061,206.4583,2025-07-27
B062,1602.4583,2025-07-27
B063,723.8333,2025-07-27
B064,551.75,2025-07-27
B065,651.875,2025-07-27
B066,619.8333,2025-07-27
B067,815.5417,2025-07-27
B068,786.8333,2025-07-27
B069,16.875,2025-07-27
B070,935.7917,2025-07-27
B071,265.4583,2025-07-27
B072,988.2083,2025-07-27
B073,778.7917,2025-07-27
B074,804.8333,2025-07-27
B075,850.875,2025-07-27
B076,851.5,2025-07-27
B077,858.7917,2025-07-27
B078,1299.2083,2025-07-27
B079,1449.125,2025-07-27
B080,1644.4167,2025-07-27
B081,1398.125,2025-07-27
B082,394.8333,2025-07-27
B083,358.875,2025-07-27
B084,827.625,2025-07-27
B085,1353.5,2025-07-27
B086,868.875,2025-07-27
B087,874.8333,2025-07-27
B088,877.5,2025-07-27
B089,259.5417,2025-07-27
B090,904.8333,2025-07-27
B091,907.5,2025-07-27
B092,1476.875,2025-07-27
B093,1749.5,2025-07-27
B094,616.7917,2025-07-27
B095,1152.9167,2025-07-27
B096,885.5,2025-07-27
B097,1448.875,2025-07-27
B098,274.8333,2025-07-27
B099,1336.875,2025-07-27
B100,1179.5417,2025-07-27
B101,288.8333,2025-07-27
B102,1173.5,2025-07-27
B103,897.5,2025-07-27
B104,913.5417,2025-07-27
B105,1384.875,2025-07-27
B106,135.4583,2025-07-27
B107,1609.5,2025-07-27
B108,497.4583,2025-07-27
B109,900.8333,2025-07-27
B110,1790.1667,2025-07-27
B111,155.5,2025-07-27
B112,672.875,2025-07-27
B113,527.4583,2025-07-27
B114,790.9167,2025-07-27
B115,20.8333,2025-07-27
B116,1510.8333,2025-07-27
B117,147.5,2025-07-27
B118,605.4583,2025-07-27
B119,1167.5417,2025-07-27
B120,914.8333,2025-07-27
B121,893.4583,2025-07-27
B122,168.8333,2025-07-27
B123,1323.5,2025-07-27
B124,686.8333,2025-07-27
B125,922.875,2025-07-27
B126,593.5,2025-07-27
B127,512.7917,2025-07-27
B128,935.5,2025-07-27
B129,934.8333,2025-07-27
B130,928.7917,2025-07-27
B131,927.4583,2025-07-27
B132,101.5,2025-07-27
